CBS	Naam	Prov	herindeling	suppletie bommenregeling	Suppletie nieuwe verdeling GF	suppletie-uitkering ingroeipad decentralisatie-uitkering maatschappelijke opvang	ART.12	Beschermd wonen	Participatie	100 jaar vriendschap Turkije-Nederland	aanpak laaggeletterdheid	aanpak recreatieparken	alleenverdieners	armoedebestrijding kinderen	bed, bad en brood	beeldende kunst en vormgeving	begeleiding jongeren naar werk	behoud sociale voorzieningen Groningen	bodembescherming	BRP: Centralisering Inschrijving Vergunninghouders	dakloze EU burgers	einde lening inburgeringsplichtig	Ex Ante Impact Analyse NPLV	experiment gesloten coffeeshopketen	extra capaciteit BOA's	faciliteitenbesluit opvangcentra	gemeentelijke antidiscriminatie voorzieningen	jeugd	jeugdhulp aan kinderen in een AZC	knelpunten verdeelproblematiek	landelijke aanpak adreskwaliteit	LHBTI-beleid	maatschappelijke begeleiding	maatschappelijke opvang	Nationaal Actieplan Dakloosheid	Nederlands-Soedanese repatrianten	outreachend werken	personen met verward gedrag	regionale doelgroepen specifieke aanpak	Regionale Energie Strategieën	slavernijverleden	social labs	toekomstbestendig maken energiebeleid	Uitstapprogramma prostituees	uitvoeringskosten Lbv en Lbv-plus	uitvoeringskosten Omgevingswet	veilig wonen	veilige steden	veiligheidshuizen	vergunningverlening, toezicht en handhaving	verkeersveiligheid	versterking arbeidsmarktregio's	versterking omgevingsveiligheidsdiensten	voorschoolse voorziening peuters	vrouwenopvang	weerbare gemeenschappen tegen ondermijnende criminaliteit	Wet betaalbare huur	Wet kwaliteitsborging bouw	work in Nederland
420	Medemblik	7	0	0	-617531	0	0	0	2835574	0	0	0	19780	163635	0	0	0	0	0	0	0	4078	0	0	36743	0	6461	0	3671	114792	4908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206673	7062	0	0	116256	0	0	5000	79833	0	0	27607	23405	0
431	Oostzaan	7	0	0	-659147	0	0	0	28479	0	0	0	9280	36772	0	0	0	0	0	0	0	1360	0	0	30145	0	1364	0	0	14751	2045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60947	7062	0	0	29672	0	0	4000	15440	0	0	30006	7046	0
432	Opmeer	7	0	0	-266379	0	0	0	381173	0	0	0	9280	24588	0	0	0	0	0	0	0	1360	0	0	30576	0	1710	0	0	35427	2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82778	7062	0	0	0	0	0	2000	20098	0	0	25151	8984	0
437	Ouder-Amstel	7	0	0	-312828	0	0	0	264611	0	0	0	9280	48848	0	0	0	0	0	0	0	1360	0	0	30970	0	2004	0	4963	0	2772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78542	7062	0	0	79774	0	0	5000	22816	0	0	23751	9778	0
439	Purmerend	7	941053,41	0	2547800	0	0	6314621	6976795	0	0	0	96280	403377	0	0	0	0	0	0	0	9515	0	0	45414	0	13193	0	7343	79765	8497	20000	2370	1491324	214234	0	0	0	0	0	0	0	0	0	0	307621	7062	0	0	126471	0	0	12000	132776	0	0	37138	44136	0
441	Schagen	7	0	0	0	0	0	0	5262235	0	0	0	40780	130515	0	0	0	0	0	0	0	3738	0	0	36997	0	6660	0	25121	101496	3772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234910	7062	0	0	175114	0	0	8000	77591	0	0	28262	28300	0
532	Stede Broec	7	0	0	-1148098	0	0	0	2238795	0	0	0	16780	89300	0	0	0	0	0	0	0	1020	0	0	32387	0	3107	0	0	14294	3681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92387	7062	0	0	21403	0	0	3000	29897	0	0	22584	11955	0
448	Texel	7	0	0	-107005	0	0	0	2618917	0	0	0	12280	53237	0	0	0	0	0	0	0	340	0	0	30883	0	1962	0	0	0	3045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151237	7062	0	0	105068	0	0	1000	35115	0	0	22881	13933	0
450	Uitgeest	7	0	0	451749	0	0	0	899117	0	0	0	12280	33120	0	0	0	0	0	0	0	1360	0	0	30878	0	1891	0	0	19107	1818	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	74020	7062	0	0	10215	0	0	1000	19014	0	0	21301	8628	0
451	Uithoorn	7	0	0	1719875	0	0	0	1380831	0	0	0	19780	128062	0	0	0	0	0	0	0	5097	0	0	33961	0	4413	0	3025	0	3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116738	7062	0	0	55939	0	0	3000	46257	0	0	26702	16642	0
453	Velsen	7	0	99082	82780	0	0	0	5954774	0	0	0	76780	341390	0	0	0	0	0	0	0	5437	0	0	41104	0	9655	0	46231	0	6907	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	221264	7062	0	0	160035	0	0	22000	103370	0	0	32806	34911	0
852	Waterland	7	0	0	-960406	0	0	0	556985	0	0	0	9280	54872	0	0	0	0	0	0	0	1699	0	0	31563	0	2472	0	4113	50358	2091	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	101461	7062	0	0	29186	0	0	1000	32621	0	0	21263	10240	0
1696	Wijdemeren	7	0	0	-886726	0	0	0	573352	0	0	0	9280	67466	0	0	0	0	0	0	0	1360	0	0	32893	0	3461	0	0	0	2363	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	116078	7062	0	0	58858	0	0	1000	44027	0	0	25642	13134	0
880	Wormerland	7	0	0	-89642	0	0	0	85438	0	0	0	28780	64113	0	0	0	0	0	0	0	1360	0	0	31381	0	2332	0	0	41308	1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91809	7062	0	0	65668	0	0	2000	26634	0	0	21407	10677	0
479	Zaanstad	7	0	0	0	0	0	12982679	10050530	0	176222	0	226780	961747	0	150000	319823	0	366383	0	0	17330	12389	83750	57523	0	22404	256374	374	0	17766	20000	2370	2530796	363994	0	0	183018	136659	0	0	0	0	113443	0	455116	7062	30000	140910	301099	0	400077	24000	256943	4439319	0	70491	69488	182645
473	Zandvoort	7	0	0	936497	0	0	0	788183	0	0	0	24280	98623	0	0	0	0	0	0	0	2039	0	0	31536	0	2462	0	0	0	3590	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	90763	7062	0	0	51075	0	0	3000	25552	0	0	27475	12103	0
482	Alblasserdam	8	0	0	732275	0	0	0	1518769	0	0	0	24280	78996	0	0	0	0	0	0	0	4417	0	0	32088	0	2857	0	0	5147	2227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85066	7062	0	0	85125	0	0	5000	35757	0	0	23281	11361	0
613	Albrandswaard	8	0	0	1887793	0	0	0	208848	0	0	0	12280	76543	0	0	0	0	0	0	0	3398	0	0	33144	0	3699	0	0	17400	2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106399	7062	0	0	10215	0	0	6000	42452	0	0	22835	12645	0
484	Alphen aan den Rijn	8	0	204140	42407	0	0	0	15009422	0	0	0	115780	380316	0	0	0	0	0	0	0	8835	0	0	49281	0	16027	0	0	0	7179	17000	0	0	0	0	0	0	0	423374	0	0	370500	0	0	373693	7062	0	0	194085	0	0	22000	171193	0	0	65084	51495	0
489	Barendrecht	8	0	0	0	0	0	0	142397	0	0	0	43780	150251	0	0	0	0	0	0	0	2378	0	0	37389	0	6851	0	7173	11688	3817	0	4740	0	0	0	0	0	0	570000	0	0	370500	0	0	159356	7062	0	0	45238	0	0	14000	73946	0	0	29136	21043	0
1901	Bodegraven-Reeuwijk	8	0	0	-32467	0	0	0	1310302	0	0	0	48280	103475	0	0	0	0	0	0	0	3738	0	0	34904	0	5096	0	30968	0	4226	0	9480	0	0	0	0	0	0	0	0	0	0	0	0	159090	7062	0	0	63236	0	0	10000	68244	0	0	25994	18176	0
502	Capelle aan den IJssel	8	0	0	4189325	0	0	0	6575580	0	0	0	48280	462256	0	0	0	0	0	0	0	10534	0	0	40863	0	9482	0	3229	0	5589	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	201728	7062	0	0	9242	4809	0	9000	110090	0	0	42050	32577	0
503	Delft	8	0	0	0	0	0	20812591	12984151	0	0	0	123280	569111	0	150000	0	0	0	0	0	11553	12389	0	47607	0	14890	0	31002	0	56932	20000	0	2691562	379046	0	0	0	0	0	0	0	0	0	0	299080	7062	0	0	86098	0	0	13000	147088	3674777	0	93618	64316	0
505	Dordrecht	8	0	0	1040962	0	0	44509961	21636812	0	166099	0	219280	729175	0	150000	281903	0	311080	0	0	28544	12389	0	50496	0	17044	525469	272	0	11223	20000	4740	5394655	775205	0	0	254025	136659	274187	0	0	370500	0	0	364963	7062	30000	195580	359470	0	400077	41000	206521	4261491	35000	76618	61132	0
1924	Goeree-Overflakkee	8	0	0	1401389	0	0	0	6043834	0	0	0	19780	162245	0	0	0	0	0	0	0	4078	0	0	37751	0	7241	0	0	301329	4590	0	2370	0	0	0	0	0	0	146634	0	0	370500	0	0	295102	7062	0	0	141064	0	0	7000	92680	0	0	25663	28262	0
512	Gorinchem	8	0	0	0	0	0	0	7926135	0	124986	0	67780	193538	0	0	170081	0	0	0	0	9855	0	0	35300	68314	5398	0	26073	11276	3227	0	0	0	0	0	0	0	136659	159769	0	0	370500	0	0	133993	7062	0	0	98745	0	400077	11000	60513	0	0	31358	19957	0
513	Gouda	8	0	0	0	0	0	18146657	10843061	0	142732	0	222280	387076	0	0	208570	0	0	0	0	12573	0	0	42046	355521	10571	0	646	0	7225	20000	2370	2205650	311132	0	0	0	136659	0	0	0	0	0	0	221661	7062	0	0	98258	0	400077	10000	118218	2548978	0	64732	36380	0
523	Hardinxveld-Giessendam	8	0	0	-200339	0	0	0	99678	0	0	0	31780	49230	0	0	0	0	0	0	0	3058	0	0	31767	0	2622	0	0	10821	2363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85349	7062	0	0	165385	0	0	5000	30499	0	0	22361	9965	0
531	Hendrik-Ido-Ambacht	8	0	92202	1284453	0	0	0	1251309	0	0	0	43780	112443	0	0	0	0	0	0	0	6117	0	0	34156	0	4517	0	680	5563	2136	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	114497	7062	0	0	151766	0	0	9000	53668	0	0	24489	14668	0
534	Hillegom	8	0	0	0	0	0	0	2001444	0	0	0	36280	65939	0	0	0	0	0	0	0	3058	0	0	32471	0	3152	0	0	0	4771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92348	7062	0	0	37455	0	0	3000	30701	0	0	23961	13039	0
1963	Hoeksche Waard	8	0	0	931719	0	0	0	5325889	0	0	0	31780	230774	0	0	0	0	0	0	0	8495	0	0	44718	282263	12599	0	70536	294404	3817	0	16590	0	0	0	0	0	0	153189	0	0	370500	0	0	390306	7062	0	0	151765	0	0	16000	140265	0	0	30281	38502	0
1884	Kaag en Braassem	8	0	0	-1419382	0	0	0	80691	0	0	0	40780	83412	0	0	0	0	0	0	0	2718	0	0	33465	0	4011	0	0	0	2681	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	133823	7062	0	0	44751	0	0	3000	51692	0	0	24809	14656	0
537	Katwijk	8	0	0	0	0	0	0	7350138	0	0	0	31780	212892	0	0	0	0	0	0	0	4757	0	0	40616	124859	9349	0	128325	0	4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205057	7062	0	0	113824	0	0	9000	104596	0	0	30064	30540	0
542	Krimpen aan den IJssel	8	0	0	0	0	0	0	2394737	0	0	0	31780	127572	0	0	0	0	0	0	0	1360	0	0	33813	0	4141	0	12646	4317	2545	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	106547	7062	0	0	103123	0	0	3000	46873	0	0	21837	15218	0
1931	Krimpenerwaard	8	0	0	-2334887	0	0	0	3588984	0	0	0	57280	183180	0	0	0	0	0	0	0	8155	0	0	38873	0	8099	0	8566	127954	4499	0	0	0	0	0	0	0	0	0	0	0	370500	0	0	249728	7062	0	0	154198	0	0	9000	103398	0	0	30982	25978	0
1621	Lansingerland	8	0	0	3855002	0	0	0	170089	0	0	0	72280	219706	0	0	0	0	0	0	0	4757	0	0	40127	0	9089	0	6119	0	3181	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	215724	7062	0	0	68586	0	0	7000	110671	0	0	29212	29553	0
546	Leiden	8	0	155003	0	0	0	36290922	21998239	0	190119	0	247780	594461	0	150000	368946	0	324042	0	0	15291	0	0	51421	252997	17838	213580	15195	0	52752	20000	7110	8132238	1148786	0	0	383038	136659	0	0	0	0	0	0	349256	7062	30000	294910	117229	0	400077	12000	170987	6680965	0	117029	76532	0
547	Leiderdorp	8	0	0	1654467	0	0	0	204079	0	0	0	24280	80632	0	0	0	0	0	0	0	4757	0	0	33434	0	3882	0	0	0	2272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104133	7062	0	0	19457	0	0	5000	39195	0	0	32383	15811	0
1916	Leidschendam-Voorburg	8	0	0	2561305	0	0	0	3189160	0	0	0	72280	376663	0	0	0	0	0	0	0	9175	0	0	42558	0	10913	0	0	0	7179	20000	11850	0	0	0	0	0	0	0	0	0	0	0	0	235607	7062	0	0	41346	0	0	11000	124824	0	0	52367	41271	0
553	Lisse	8	0	0	0	0	0	0	1850761	0	0	0	12280	67984	0	0	0	0	0	0	0	3738	0	0	32617	0	3283	0	0	0	2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96085	7062	0	0	26267	0	0	1000	32273	0	0	24235	13410	0
556	Maassluis	8	0	3836	556686	0	0	0	4886061	0	0	0	79780	222814	0	0	0	0	0	0	0	3398	0	0	34586	0	4955	0	0	0	2772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120931	7062	0	0	22862	0	0	5000	56379	0	0	23919	17506	0
1842	Midden-Delfland	8	0	0	0	0	0	0	78318	0	0	0	12280	53427	0	0	0	0	0	0	0	2039	0	0	31954	0	2733	0	0	0	2954	0	18960	0	0	0	0	0	0	0	0	0	0	0	0	103419	7062	0	0	38428	0	0	5000	35079	0	0	21965	12099	0
1978	Molenlanden	8	0	0	0	0	0	0	1287004	0	0	0	19780	105764	0	0	0	0	0	0	0	3398	0	0	36550	0	6338	0	0	174034	2818	0	9480	0	0	0	0	0	0	0	0	0	0	0	0	236748	7062	0	0	204299	0	0	12000	90020	0	0	24127	21761	0
569	Nieuwkoop	8	0	0	0	0	0	0	111544	0	0	0	16780	73599	0	0	0	0	0	0	0	2718	0	0	33764	0	4135	0	0	0	2954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143888	7062	0	0	35509	0	0	2000	50616	0	0	25743	15090	0
1930	Nissewaard	8	0	0	5267029	0	0	15832495	10009883	0	0	0	57280	542779	0	0	0	0	0	0	0	15291	0	0	44233	0	12188	0	0	75229	5135	20000	2370	2660716	377083	0	0	0	0	0	0	0	0	0	0	279641	7062	0	0	85611	0	0	24000	144484	3245683	0	31932	40219	0
575	Noordwijk	8	0	0	2584257	0	0	0	2716745	0	0	0	19780	124300	0	0	0	0	0	0	0	6117	0	0	36537	0	6341	0	782	0	6316	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	171319	7062	0	0	36482	0	0	4000	61207	0	0	34399	24104	0
579	Oegstgeest	8	0	0	2613902	0	0	0	857606	0	0	0	9280	66239	0	0	0	0	0	0	0	2378	0	0	33004	0	3614	0	21994	0	2954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97268	7062	0	0	10215	0	0	4000	40374	0	0	26018	13305	0
590	Papendrecht	8	0	0	649188	0	0	0	2013497	0	0	0	40780	126372	0	0	0	0	0	0	0	4758	0	0	34326	32632	4530	0	13529	2561	2136	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	114107	7062	0	0	177060	0	0	9000	46731	0	0	23570	16538	0
1926	Pijnacker-Nootdorp	8	0	0	8260721	0	0	0	182742	0	0	0	48280	178546	0	0	0	0	0	0	0	5097	0	0	38697	0	8095	0	2923	0	7179	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	189972	7062	0	0	31131	0	0	5000	94077	0	0	28993	23209	0
597	Ridderkerk	8	0	0	-1255308	0	0	0	206475	0	0	0	51280	227421	0	0	0	0	0	0	0	8835	0	0	37023	0	6664	0	0	20068	3317	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	158277	7062	0	0	28213	0	0	13000	75006	0	0	24673	23109	0
603	Rijswijk	8	0	0	7204755	0	0	0	2538507	0	0	0	82780	380507	0	0	0	0	0	0	0	7476	0	0	38613	0	8140	0	0	0	5771	0	11850	0	0	0	0	0	0	0	0	0	0	0	0	178575	7062	0	0	36969	0	0	11000	96806	0	0	43703	32967	0
599	Rotterdam	8	0	1632334	28082892	583092	0	119006215	55673898	0	550185	0	1522780	6291647	0	2111492	1466163	0	0	0	1579767	75777	12389	0	149530	0	93185	4407313	38956	5011	125631	50000	26070	40863145	5843752	2040	0	1005101	136659	0	0	0	0	603578	0	1748051	7062	50000	773850	2249243	30456	400077	317000	1383518	18164509	0	461502	395508	200000
606	Schiedam	8	0	484863	1153085	0	0	0	10642619	0	0	0	156280	560170	0	0	0	0	298118	0	0	12233	12389	0	43087	0	11317	316901	0	0	11405	20000	4740	0	0	0	142000	0	0	0	0	0	0	0	0	235153	7062	0	0	138632	0	0	11000	134193	0	0	76867	44384	0
518	's-Gravenhage	8	0	116410	96038315	586755	0	83109818	44850349	0	378014	0	1291780	4564334	0	1654253	820624	0	0	0	1151076	79514	12389	0	130317	6929	79000	2139274	42628	0	130356	50000	33180	29670025	4257969	45440	0	760076	136659	0	0	0	0	634685	0	1431719	7062	50000	585200	305963	4007	400077	62000	1087063	16202806	0	484888	354117	200000
610	Sliedrecht	8	0	0	3899590	0	0	0	2668816	0	0	0	36280	122801	0	0	0	0	0	0	0	6796	0	0	33103	0	3675	0	5201	11863	4590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101291	7062	0	0	148361	0	0	8000	43025	0	0	25034	13831	0
1525	Teylingen	8	0	0	694128	0	0	0	3335970	0	0	0	16780	82703	0	0	0	0	0	0	0	4418	0	0	35371	0	5405	0	8022	0	3817	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	139227	7062	0	0	57885	0	0	6000	54990	0	0	30946	18589	0
622	Vlaardingen	8	0	0	1210705	0	0	14388184	10218551	0	0	0	120280	554691	0	0	0	0	0	0	0	9175	12389	0	42091	0	10538	0	0	0	5998	20000	7110	2254270	324458	0	0	0	0	0	0	0	0	0	0	224808	7062	0	0	134741	0	0	23000	129789	2988144	0	43013	38995	0
1992	Voorne aan Zee	8	2271997,33	0	154444	0	0	0	282420	0	0	0	43780	300665	0	0	0	0	0	0	0	9515	0	61250	98540	0	10379	0	0	119224	4453	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	274343	7062	0	0	69559	0	0	8000	109671	0	0	35581	40524	0
626	Voorschoten	8	0	0	3010111	0	0	0	106798	0	0	0	16780	89573	0	0	0	0	0	0	0	1699	0	0	33113	0	3602	0	408	0	2091	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	99120	7062	0	0	10215	0	0	3000	37609	0	0	29288	13727	0
627	Waddinxveen	8	0	115916	628032	0	0	0	2444223	0	0	0	31780	98105	0	0	0	0	0	0	0	6456	0	0	34011	0	4576	0	3433	0	3136	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	124690	7062	0	0	32591	0	0	4000	51082	0	0	25245	17127	0
629	Wassenaar	8	0	0	0	0	0	0	1163334	0	0	0	19780	104892	0	0	0	0	0	0	0	3058	0	0	33355	0	3803	0	15807	0	2681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123970	7062	0	0	57885	0	0	6000	41440	0	0	30032	14523	0
1783	Westland	8	0	0	-7460692	0	0	0	7730384	0	0	0	91780	362488	0	150000	0	0	0	0	0	12573	0	0	49057	0	16126	0	0	0	22128	20000	4740	0	0	0	0	0	0	0	0	0	0	0	0	351159	7062	0	0	151279	0	0	17000	161777	0	0	38492	50260	0
637	Zoetermeer	8	0	0	11708966	0	0	0	8857608	0	174997	0	168280	791489	0	150000	293113	0	0	0	0	13593	0	0	51640	585789	17825	104477	10368	0	6362	20000	9480	0	0	0	0	0	136659	0	0	240000	0	0	0	355399	7062	0	0	89503	0	400077	14000	205340	0	0	68900	57799	0
638	Zoeterwoude	8	0	1975	1389813	0	0	0	26106	0	0	0	9280	23552	0	0	0	0	0	0	0	680	0	0	29988	0	1325	0	0	0	3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65401	7062	0	0	52048	0	0	3000	15153	0	0	21802	7801	0
1892	Zuidplas	8	0	0	3328265	0	0	0	2137134	0	0	0	31780	141964	0	0	0	0	0	0	0	6796	0	0	36724	0	6594	0	0	0	3635	0	4740	0	0	0	0	0	0	265721	0	0	0	0	0	175464	7062	0	0	138146	0	0	12000	81552	0	0	25337	21062	0
642	Zwijndrecht	8	0	0	1362213	0	0	0	3943452	0	0	0	79780	337110	0	0	0	0	0	0	0	9855	0	0	36670	0	6319	0	0	18531	3181	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	150650	7062	0	0	197490	0	0	17000	74358	0	0	28149	24111	0
654	Borsele	9	0	19811	-285761	0	0	0	1866443	0	0	0	24280	62695	0	0	0	0	0	0	0	4078	0	0	32587	0	3251	0	0	131025	3726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162413	7062	0	0	331744	0	0	8000	48131	0	0	21150	18103	0
664	Goes	9	0	42913	-3457854	0	0	0	6611340	0	177693	0	28780	151123	0	0	313002	0	0	0	0	8155	0	0	35521	0	5535	0	816	84102	4317	20000	0	0	0	0	0	0	136659	188029	0	0	370500	0	0	175684	7062	0	0	186302	0	400077	9000	62165	0	0	28995	21931	194793
677	Hulst	9	0	0	-4423676	0	0	0	4405340	0	0	0	19780	85865	0	0	0	0	0	0	0	2038	0	0	33471	0	3873	0	714	179014	4726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204683	7062	0	0	156630	0	0	5000	46365	0	0	25722	18029	0
678	Kapelle	9	0	0	-1075741	0	0	0	493618	0	0	0	9280	43423	0	0	0	0	0	0	0	2378	0	0	30739	0	1832	0	0	33304	2045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82542	7062	0	0	81720	0	0	4000	21513	0	0	21459	9554	0
687	Middelburg	9	0	0	-3124955	0	0	0	6186317	0	0	0	48280	260459	0	150000	0	0	0	0	0	6116	0	0	37449	126689	7012	0	21076	46475	7043	20000	0	0	0	0	0	210021	0	0	0	0	0	0	0	177463	7062	0	161700	176087	0	0	6000	83432	0	0	34536	26114	0
1695	Noord-Beveland	9	0	0	216374	0	0	0	570610	0	0	0	12280	22489	0	0	0	0	0	0	0	1360	0	0	29753	0	1103	0	0	83886	1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96088	7062	0	0	59831	0	0	1000	18318	0	0	21474	9358	0
703	Reimerswaal	9	0	28591	-1644333	0	0	0	1501651	0	0	0	16780	88319	0	0	0	0	0	0	0	2718	0	0	32601	0	3264	0	0	96318	3863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141448	7062	0	0	106528	0	0	11000	48972	0	0	21975	13637	0
1676	Schouwen-Duiveland	9	0	5205	-3273390	0	0	0	4653049	0	0	0	19780	119067	0	0	0	0	0	0	0	4417	0	0	34678	0	4851	0	2550	240292	3227	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	236456	7062	0	0	133281	0	0	6000	64233	0	0	25369	23961	0
1714	Sluis	9	0	160686	-2449048	0	0	0	2247203	0	0	0	9280	66566	0	0	0	0	0	0	0	2039	0	0	32651	0	3262	0	578	254175	3317	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	235579	7062	0	0	76369	0	0	4000	47020	0	0	26834	21570	0
715	Terneuzen	9	0	124678	-1607151	0	0	0	9727695	0	0	0	63280	251381	0	0	0	0	0	0	0	8495	0	0	38472	0	7719	0	2346	234605	4090	0	0	0	0	0	0	0	0	188030	0	0	0	0	0	296814	7062	0	0	423192	0	0	25000	96253	0	0	34521	33386	0
716	Tholen	9	0	0	0	0	0	0	2416606	0	0	0	24280	85457	0	0	0	0	0	0	0	3398	0	0	33194	0	3765	0	4045	146835	2500	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	174151	7062	0	0	35509	0	0	3000	50672	0	0	21937	15708	0
717	Veere	9	0	10769	0	0	0	0	1353015	0	0	0	9280	43587	0	0	0	0	0	0	0	2378	0	0	32426	0	3094	0	0	137584	3363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155138	7062	0	0	44751	0	0	2000	39334	0	0	24365	16995	0
718	Vlissingen	9	0	165337	-1723149	0	7000000	40209689	8243942	0	0	0	48280	280385	0	0	0	0	0	0	0	9514	0	0	36593	0	6337	0	306	34108	7906	0	0	7023440	998515	0	0	0	0	0	0	0	0	0	0	158409	7062	0	0	308395	0	0	12000	78661	4295939	0	36589	28428	0
1723	Alphen-Chaam	10	0	34447	-681381	0	0	0	502380	0	0	0	12280	29440	0	0	0	0	0	0	0	340	0	0	30272	0	1469	0	0	0	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106043	7062	0	0	0	0	0	3000	21230	0	0	21471	11181	0
1959	Altena	10	0	113345	0	0	0	0	3766736	0	0	0	19780	164426	0	0	0	0	0	0	0	4757	0	0	38823	0	8102	0	0	0	4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276539	7062	0	0	432434	0	0	9000	101467	0	0	26794	25871	0
743	Asten	10	0	43026	-1882323	0	0	0	1730323	0	0	170496	12280	43342	0	0	0	0	0	0	0	3058	0	0	31471	0	2420	0	0	0	3726	0	0	0	0	0	0	0	0	0	0	0	0	0	26056	110284	7062	0	0	32591	0	0	5000	23291	0	0	21772	13912	0
744	Baarle-Nassau	10	0	18110	60797	0	0	0	23733	0	0	0	9280	22788	0	0	0	0	0	0	0	680	0	0	29626	0	992	0	0	0	1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88902	7062	0	0	29186	0	0	1000	12907	0	0	21400	10304	0
1724	Bergeijk	10	0	0	0	0	0	0	2366497	0	0	0	9280	44078	0	0	0	0	0	0	0	2039	0	0	31831	0	2680	0	0	0	3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131129	7062	0	0	16052	0	0	4000	30794	0	0	22469	14202	0
748	Bergen op Zoom	10	0	0	-3339539	0	0	11579510	12285745	0	0	0	136780	398852	4520	0	0	0	0	0	0	12233	0	0	40899	0	9666	0	0	0	6089	0	2370	3064527	435833	0	0	0	0	0	0	0	0	0	0	239760	7062	0	0	130849	0	0	26000	115633	0	0	36250	36399	0
1721	Bernheze	10	0	142427	0	0	0	0	5039998	0	0	0	16780	77197	0	0	0	0	0	0	0	4078	0	0	34193	0	4528	0	0	0	3726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156837	7062	0	0	57398	0	0	8000	48019	0	0	25316	20443	0
753	Best	10	0	99455	1095744	0	0	0	3696005	0	0	0	36280	88537	0	0	0	0	0	0	0	4418	0	0	33962	0	4337	0	0	0	2227	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	123855	7062	0	0	27240	0	0	8000	42545	0	0	25613	17469	0
1728	Bladel	10	0	31296	325601	0	0	0	5728479	0	0	0	9280	43369	0	0	0	0	0	0	0	1700	0	0	32161	0	2949	0	0	0	2909	0	0	0	0	0	0	0	0	0	0	0	0	0	6514	122069	7062	0	0	81720	0	0	5000	31928	0	0	24305	15866	0
755	Boekel	10	0	0	-15461	0	0	0	1419056	0	0	0	9280	22897	0	0	0	0	0	0	0	680	0	0	30381	0	1567	0	0	0	2363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76631	7062	0	0	0	0	0	1000	19993	0	0	21085	10710	0
757	Boxtel	10	193827,83	0	-96988	0	0	0	9385650	0	0	0	43780	122746	0	0	0	0	0	0	0	4078	0	0	34475	0	4737	0	10504	0	4362	0	0	0	0	0	0	0	0	0	0	0	370500	0	0	149379	7062	0	0	41833	0	0	10456	48428	0	0	25577	18320	0
